image,angle
/home/heechul/picar/datasets/dataset1/png/Frame0.png,0
/home/heechul/picar/datasets/dataset1/png/Frame1.png,0
/home/heechul/picar/datasets/dataset1/png/Frame2.png,0
/home/heechul/picar/datasets/dataset1/png/Frame3.png,0
/home/heechul/picar/datasets/dataset1/png/Frame4.png,0
/home/heechul/picar/datasets/dataset1/png/Frame5.png,0
/home/heechul/picar/datasets/dataset1/png/Frame6.png,0
/home/heechul/picar/datasets/dataset1/png/Frame7.png,0
/home/heechul/picar/datasets/dataset1/png/Frame8.png,0
/home/heechul/picar/datasets/dataset1/png/Frame9.png,0
/home/heechul/picar/datasets/dataset1/png/Frame10.png,0
/home/heechul/picar/datasets/dataset1/png/Frame11.png,0
/home/heechul/picar/datasets/dataset1/png/Frame12.png,0
/home/heechul/picar/datasets/dataset1/png/Frame13.png,0
/home/heechul/picar/datasets/dataset1/png/Frame14.png,0
/home/heechul/picar/datasets/dataset1/png/Frame15.png,0
/home/heechul/picar/datasets/dataset1/png/Frame16.png,0
/home/heechul/picar/datasets/dataset1/png/Frame17.png,0
/home/heechul/picar/datasets/dataset1/png/Frame18.png,0
/home/heechul/picar/datasets/dataset1/png/Frame19.png,0
/home/heechul/picar/datasets/dataset1/png/Frame20.png,0
/home/heechul/picar/datasets/dataset1/png/Frame21.png,0
/home/heechul/picar/datasets/dataset1/png/Frame22.png,0
/home/heechul/picar/datasets/dataset1/png/Frame23.png,0
/home/heechul/picar/datasets/dataset1/png/Frame24.png,0
/home/heechul/picar/datasets/dataset1/png/Frame25.png,0
/home/heechul/picar/datasets/dataset1/png/Frame26.png,0
/home/heechul/picar/datasets/dataset1/png/Frame27.png,0
/home/heechul/picar/datasets/dataset1/png/Frame28.png,0
/home/heechul/picar/datasets/dataset1/png/Frame29.png,0
/home/heechul/picar/datasets/dataset1/png/Frame30.png,0
/home/heechul/picar/datasets/dataset1/png/Frame31.png,0
/home/heechul/picar/datasets/dataset1/png/Frame32.png,0
/home/heechul/picar/datasets/dataset1/png/Frame33.png,0
/home/heechul/picar/datasets/dataset1/png/Frame34.png,0
/home/heechul/picar/datasets/dataset1/png/Frame35.png,0
/home/heechul/picar/datasets/dataset1/png/Frame36.png,0
/home/heechul/picar/datasets/dataset1/png/Frame37.png,0
/home/heechul/picar/datasets/dataset1/png/Frame38.png,0
/home/heechul/picar/datasets/dataset1/png/Frame39.png,0
/home/heechul/picar/datasets/dataset1/png/Frame40.png,0
/home/heechul/picar/datasets/dataset1/png/Frame41.png,0
/home/heechul/picar/datasets/dataset1/png/Frame42.png,0
/home/heechul/picar/datasets/dataset1/png/Frame43.png,0
/home/heechul/picar/datasets/dataset1/png/Frame44.png,0
/home/heechul/picar/datasets/dataset1/png/Frame45.png,0
/home/heechul/picar/datasets/dataset1/png/Frame46.png,0
/home/heechul/picar/datasets/dataset1/png/Frame47.png,0
/home/heechul/picar/datasets/dataset1/png/Frame48.png,0
/home/heechul/picar/datasets/dataset1/png/Frame49.png,0
/home/heechul/picar/datasets/dataset1/png/Frame50.png,0
/home/heechul/picar/datasets/dataset1/png/Frame51.png,0
/home/heechul/picar/datasets/dataset1/png/Frame52.png,0
/home/heechul/picar/datasets/dataset1/png/Frame53.png,0
/home/heechul/picar/datasets/dataset1/png/Frame54.png,0
/home/heechul/picar/datasets/dataset1/png/Frame55.png,0
